customer_id,gender,age,income,income_bracket,became_member_on,membership_tenure_days,total_spend,n_transactions,avg_transaction_amount,n_offers_received,n_offers_viewed,n_offers_completed,avg_time_to_complete_hours,offer_id,offer_type,reward,difficulty,duration,channels,offer_completed,has_completed_offer
dd14f8f926954014a9e6dd26a2e43f3f,F,79.0,81000.0,High,2015-11-20,979,112.13,6,18.688333333333333,3,3,2,56.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
4ea6530ba3a54fb286b431f959a9527b,F,68.0,41000.0,Low,2018-07-01,25,86.42999999999999,9,9.603333333333332,3,3,2,90.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
497df214da72420182e7f95e245ec479,M,59.0,93000.0,High,2015-12-03,966,237.33,11,21.575454545454548,3,3,2,30.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
b7ad3ed447cd4e8086d55ec280da9bfd,M,65.0,94000.0,High,2018-03-09,139,65.17,2,32.585,5,4,1,6.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
0e5a036dfa3e4b2b89672b2e008086b7,Unknown,55.0,64000.0,Unknown,2018-06-05,51,17.560000000000002,7,2.508571428571429,5,4,0,,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,0
6c40d0aacba44dec9f473c8e4f220936,Unknown,55.0,64000.0,Unknown,2016-01-31,907,31.5,12,2.625,5,3,2,144.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
6d11a027be6c4fac98d27eec516ad2f6,M,74.0,106000.0,High,2016-03-10,868,366.44,14,26.174285714285716,5,4,4,51.6,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
01e97a4633bf4963838a4aa9ed1dce3e,F,20.0,43000.0,Low,2017-09-03,326,17.96,8,2.245,5,4,0,,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,0
d53a0901e66d4a5c96a1f3cda56536e1,F,50.0,119000.0,High,2015-10-09,1021,160.37,6,26.72833333333333,2,2,1,48.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
3f9da79caafe40478a8a661e53b7299b,M,53.0,50000.0,Low,2017-11-23,245,41.69,3,13.896666666666668,4,3,3,122.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
7567420e270145bda103f22a7c15efa3,Unknown,55.0,64000.0,Unknown,2016-04-02,845,9.78,7,1.3971428571428572,5,4,0,,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,0
3a3eee35ef4e47f5be2e47c620b15810,Unknown,55.0,64000.0,Unknown,2017-11-27,241,26.51,13,2.039230769230769,5,5,0,,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",0,0
0a3a8cc5e3d64253b7300797cb07c818,F,22.0,70000.0,Medium,2017-08-12,348,202.5,10,20.25,5,5,5,92.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
6aaa34e41698451e910b971123fd0d69,M,68.0,30000.0,Low,2016-09-01,693,18.45,11,1.6772727272727272,5,4,0,,3f207df678b143eea3cee63160fa8bed,informational,0.0,0.0,4.0,"['web', 'email', 'mobile']",0,0
4a0b380c3fc14b30a8cc577eeeaa0c3c,M,81.0,55000.0,Medium,2017-12-24,214,152.05,10,15.205000000000002,4,4,4,157.2,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
1ec7a24b1f7e40fa87897299d839aa3e,M,27.0,47000.0,Low,2016-04-14,833,70.45,17,4.144117647058824,3,3,2,66.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
5b97dfd6f8a74a9892e8f9113ee1672d,M,60.0,44000.0,Low,2018-04-16,101,59.09,7,8.441428571428572,6,5,3,66.0,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,1
0b5849cbbac74a1baa249064988f89f1,F,63.0,119000.0,High,2015-12-07,962,112.99,5,22.598000000000003,3,2,2,44.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
f42fdc75e16b45c58ccaae110c10cfe3,M,26.0,59000.0,Medium,2017-12-19,219,29.65,7,4.235714285714286,5,5,0,,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
c5ae9814adec41ed8e5999362256ba12,M,25.0,55000.0,Medium,2018-03-17,131,93.7,8,11.7125,5,5,4,75.6,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
aaf4e1f165fc4fae9b4583bc0cecb4f1,M,53.0,37000.0,Low,2018-03-21,127,20.83,4,5.2075,5,4,2,306.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
36bec22ad9ac4632b79ad50bf8e42f1d,F,71.0,41000.0,Low,2016-12-02,601,104.76,8,13.095,4,3,2,24.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
50e9743f9ba744c8b12ee3b68dffa27d,F,91.0,102000.0,High,2016-12-13,590,209.73,7,29.961428571428574,4,3,3,34.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
fcf3e97ec8b0459ea8449fc07e38620e,F,75.0,54000.0,Low,2017-01-29,543,109.8,9,12.2,5,5,3,12.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
fe27f786458b481383a4ca6dbf5a83a5,Unknown,55.0,64000.0,Unknown,2017-11-13,255,14.18,7,2.025714285714286,3,3,0,,3f207df678b143eea3cee63160fa8bed,informational,0.0,0.0,4.0,"['web', 'email', 'mobile']",0,0
4321403798a84772b2c721ff18860a5b,M,32.0,54000.0,Low,2018-03-05,143,13.54,3,4.513333333333333,4,3,0,,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
a0a8652d003f47d08ce7068066d18eab,Unknown,55.0,64000.0,Unknown,2016-11-28,605,5.58,3,1.86,5,1,0,,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",0,0
e433442492614997ad025b268178226c,F,27.0,39000.0,Low,2014-12-07,1327,60.57,19,3.187894736842105,6,5,1,78.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
5f175e9475c74967a4d84b5126c5342d,M,55.0,57000.0,Medium,2018-01-02,205,49.47,3,16.49,4,4,2,117.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
f88b5bd46f854ea19c8ffaf9b2543511,M,45.0,56000.0,Medium,2018-05-17,70,10.99,5,2.198,5,4,0,,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,0
f6cfc3ea4e3b47ffbc5453eba971b771,M,94.0,55000.0,Medium,2016-02-19,888,94.69,6,15.781666666666666,4,3,2,105.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
3e6571afb8b242a09de76e353a2b3fc7,M,66.0,77000.0,High,2016-06-27,759,175.1,10,17.509999999999998,5,5,4,30.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
c39e84cce5e2400eb8b7b8b8803fd874,M,67.0,42000.0,Low,2017-10-27,272,10.22,6,1.7033333333333331,6,3,0,,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,0
b186b8e7d7434f4dacf6dc4ddb25a09d,F,57.0,85000.0,High,2017-12-14,224,141.71,6,23.618333333333336,5,2,4,207.6,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
b4f89d9d8c144ee1b8dafb4b707c0fce,M,57.0,61000.0,Medium,2015-09-04,1056,171.61,12,14.300833333333332,3,2,3,30.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
99f8f1204cd343ef96f813b7cdfe53e9,M,18.0,40000.0,Low,2016-04-22,825,152.70000000000002,16,9.54375,5,4,3,68.0,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,1
750d116772de4b6e8683ae05f591e385,Unknown,55.0,64000.0,Unknown,2016-11-01,632,21.78,7,3.111428571428572,3,3,1,78.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
8c92804710134e7fa82370529f5f8a9e,M,51.0,104000.0,High,2016-02-01,906,87.21000000000001,4,21.8025,4,1,3,128.0,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
e90d09506c874b06a6668841664ccdc1,M,63.0,49000.0,Low,2017-12-09,229,101.01,5,20.202,6,5,1,0.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
17dddcba2e9443bb97cafb78f51ebdbe,F,73.0,65000.0,Medium,2016-09-25,669,167.03,11,15.184545454545455,6,6,5,117.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
552c4891951446c8a6098caa6b6d15d2,M,61.0,52000.0,Low,2018-01-18,189,23.87,7,3.41,5,2,1,96.0,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
1e949fc1f3fe4c49af2bbe36e1b8cdf4,F,75.0,112000.0,High,2016-03-12,866,111.74,4,27.935,6,2,1,282.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
123ac69b408044deafb64369fcc85a67,Unknown,55.0,64000.0,Unknown,2018-06-30,26,3.71,3,1.2366666666666666,5,4,0,,3f207df678b143eea3cee63160fa8bed,informational,0.0,0.0,4.0,"['web', 'email', 'mobile']",0,0
c2bc882929e344979d9e8a14945ec8e0,F,65.0,113000.0,High,2017-10-24,275,306.17,12,25.514166666666668,4,4,4,146.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
4a6b6b268e7b4c6ebf96bc92cd67cf0f,Unknown,55.0,64000.0,Unknown,2018-05-02,85,16.9,5,3.38,5,4,1,42.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",0,1
8be1c2fa06c04e15b380249ff9be040b,M,36.0,31000.0,Low,2018-04-24,93,23.74,7,3.391428571428572,5,3,3,58.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
fa23afe7a35b4cc3b241029d98452c24,Unknown,55.0,64000.0,Unknown,2017-09-30,299,17.46,7,2.494285714285714,2,2,0,,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,0
e3cc8e8eb799450e861d546321f90f54,F,67.0,61000.0,Medium,2015-08-30,1061,256.61,16,16.038125,4,4,4,55.2,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
45a3e440f28e49c7a52d6b73df3c2143,M,38.0,49000.0,Low,2017-10-19,280,20.47,8,2.55875,5,4,1,324.0,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
e745932c27f34867bf1bbfd870368ab3,F,45.0,72000.0,Medium,2017-03-09,504,232.26,12,19.355,5,5,4,72.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
9a76495a02e9445db40943cc3f1d62d2,M,62.0,51000.0,Low,2016-08-07,718,47.99,6,7.998333333333334,4,3,4,38.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
12b2135de4d041a4a1d6a090d8977dc1,F,43.0,70000.0,Medium,2016-12-15,588,809.46,21,38.54571428571429,6,4,4,25.5,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
e6ca6d6cba034c75a954934ca390a84d,M,43.0,31000.0,Low,2017-09-18,311,2.43,3,0.81,4,2,0,,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,0
f168dfeb0f904c369419f5927e15bb0e,Unknown,55.0,64000.0,Unknown,2015-12-21,948,10.87,5,2.1740000000000004,2,2,1,138.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
765c03129b634508b2362ec01262f815,M,21.0,43000.0,Low,2018-05-07,80,16.8,5,3.3600000000000003,4,1,0,,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",0,0
91aef7566d8c4965aa29687a05a9ab25,M,29.0,36000.0,Low,2016-07-19,737,231.66,25,9.2664,5,3,5,91.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
5635bb18ab9c4a048311f91f803138f1,F,74.0,95000.0,High,2016-10-04,660,198.07,8,24.75875,4,4,2,57.0,3f207df678b143eea3cee63160fa8bed,informational,0.0,0.0,4.0,"['web', 'email', 'mobile']",0,1
94bbb6006dbb49279728a9c0df4ac989,F,52.0,73000.0,Medium,2016-10-20,644,200.74,11,18.24909090909091,5,5,5,86.0,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
147118864d59460989e5db374690d1bf,M,41.0,65000.0,Medium,2017-11-24,244,125.5,8,15.6875,4,4,3,36.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
8a504d8980764110bd0a6ce89213e097,F,77.0,87000.0,High,2015-12-24,945,194.89,8,24.36125,4,4,3,186.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
0a53d7787b594ba79e69cf19de80a8c9,F,22.0,67000.0,Medium,2017-08-12,348,30.27,8,3.78375,3,3,0,,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",0,0
6e92b54c462347d399b202640f460f6f,Unknown,55.0,64000.0,Unknown,2018-04-11,106,10.59,4,2.6475,4,4,0,,3f207df678b143eea3cee63160fa8bed,informational,0.0,0.0,4.0,"['web', 'email', 'mobile']",0,0
0dce458d31ae427cb2fe83841dc236b4,F,61.0,50000.0,Low,2016-08-28,697,188.35,16,11.771875,6,6,5,62.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
df09657a4857402a864d8ab73432c438,F,48.0,54000.0,Low,2017-08-13,347,186.71,15,12.447333333333336,3,3,3,66.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
3cd6e00ce10940d58c61d60647820d5d,M,55.0,53000.0,Low,2016-01-04,934,140.63,9,15.625555555555556,6,6,4,57.0,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,1
0375600415e24e0a9fd83ec191d5955d,M,50.0,65000.0,Medium,2014-01-07,1661,41.37,13,3.1823076923076923,2,2,1,30.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
0ab26a89e3494acd922ea9fd0ff938e5,F,45.0,52000.0,Low,2017-02-17,524,128.96,12,10.746666666666668,4,4,2,66.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
5d8b0c1eb8fc4ca3bfcb84922c0b25b3,Unknown,55.0,64000.0,Unknown,2016-10-27,637,24.25,5,4.85,3,3,0,,3f207df678b143eea3cee63160fa8bed,informational,0.0,0.0,4.0,"['web', 'email', 'mobile']",0,0
7d4d5d017ac54e688e9aa20d6a01af81,M,62.0,79000.0,High,2017-07-30,361,249.43,12,20.785833333333333,6,6,5,83.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
a5c15f41f7ed4c3289ebb87b23bb1fff,F,52.0,67000.0,Medium,2017-08-10,350,189.51,9,21.056666666666665,5,5,4,58.8,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
f1f1c497a30b4ef9bd79e24e3add6953,F,87.0,73000.0,Medium,2017-11-11,257,140.94,7,20.134285714285717,4,2,3,126.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
7e855376e2174402bcf964468f4a71c1,Unknown,55.0,64000.0,Unknown,2013-09-24,1766,6.9,3,2.3000000000000003,4,4,0,,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",0,0
20f36dd2ffeb423b893bcfa92ce1e30d,F,51.0,75000.0,High,2017-09-11,318,73.51,3,24.50333333333333,3,0,2,88.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
b41d5b99472045829139acbda3e84e1e,M,65.0,74000.0,High,2017-03-06,507,104.79,7,14.97,3,3,2,48.0,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
d72fff1ae7d246cf987e3673ad8850d6,M,81.0,77000.0,High,2018-05-28,59,116.72,6,19.453333333333333,5,5,2,27.0,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,1
5ddf4a03ebfc442b8e3963d7ad7025e0,F,74.0,89000.0,High,2016-08-19,706,317.93,12,26.49416666666667,3,3,2,36.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
4169cc2f33c24b429bef7b33124b0d16,M,71.0,107000.0,High,2016-08-24,701,213.03,6,35.505,5,2,2,69.0,3f207df678b143eea3cee63160fa8bed,informational,0.0,0.0,4.0,"['web', 'email', 'mobile']",0,1
66897badf9c641d1925af5fdbefe1308,M,28.0,72000.0,Medium,2017-10-24,275,1.01,1,1.01,4,2,0,,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,0
208ee0fcd764461c8cd493c68a72bd81,Unknown,55.0,64000.0,Unknown,2017-09-13,316,20.05,8,2.50625,6,6,2,66.0,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
43fad197697347f88bd70d89421b5030,Unknown,55.0,64000.0,Unknown,2018-04-11,106,0.0,0,0.0,4,4,0,,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
9f6f5b4e352346918f978ef8114be423,M,46.0,44000.0,Low,2017-09-18,311,5.73,5,1.146,5,2,0,,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",0,0
a5650d514c3d470484f99c62bc4605e0,F,42.0,75000.0,High,2017-11-01,267,69.50999999999999,3,23.17,5,5,3,94.0,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
69cc8fb8c5d34d18aa8237014204ac17,M,70.0,32000.0,Low,2018-03-17,131,19.46,8,2.4325,5,4,1,356.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
eebe903fd89e4c39b8c5c55bd43e3fb7,F,88.0,81000.0,High,2016-08-11,714,79.75,4,19.9375,4,2,3,58.5,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
fbf1e8ee855d4d43b7adf0f6233de40b,F,56.0,53000.0,Low,2018-03-13,135,97.57,7,13.938571428571429,5,5,4,160.8,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
d018a8a3bef243b1b37414073ef5e74a,Unknown,55.0,64000.0,Unknown,2016-07-03,753,10.85,4,2.7125,3,1,0,,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
626d9e6450504fe1a39461cb63c61202,F,89.0,55000.0,Medium,2017-10-10,289,41.23,10,4.123,6,2,3,226.5,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
303bff336e8449d6a2fb84ed67d48602,M,59.0,73000.0,Medium,2017-08-07,353,130.07,8,16.25875,3,3,2,156.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
09b7c854b70f495d883b9004d83d0137,Unknown,55.0,64000.0,Unknown,2017-07-27,364,1.59,2,0.795,5,5,0,,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",0,0
b4a313063dbf40d0b2a4e58e366d497c,M,54.0,105000.0,High,2017-09-13,316,157.99,6,26.331666666666667,3,3,1,18.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
6ef732d213f2406fb1af286e738df9e2,M,48.0,64000.0,Medium,2017-11-26,242,18.21,7,2.6014285714285714,3,3,0,,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,0
9145d0827cb14cfb8931c0c270875475,F,68.0,70000.0,Medium,2017-05-23,429,337.61,19,17.768947368421053,4,4,4,92.4,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
2b8f9526aeda47eb8210ba7be559106c,Unknown,55.0,64000.0,Unknown,2018-07-07,19,5.84,3,1.9466666666666663,4,3,0,,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",0,0
0d74b166a5e54b269795dbaf38c6dfae,M,58.0,63000.0,Medium,2014-01-07,1661,100.21,27,3.711481481481482,6,6,3,198.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
562479f01f69488bb4e79e3c2937bfa9,M,75.0,41000.0,Low,2015-09-20,1040,85.14,8,10.6425,6,2,3,123.0,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
050cdb2d5b4b4bb3b1c612e17e0e8c1b,M,51.0,67000.0,Medium,2017-02-19,522,189.28,22,8.603636363636364,4,4,3,72.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
07f1d6d949634863bb93b0e9fd0dc8f0,M,70.0,36000.0,Low,2017-10-23,276,8.85,3,2.95,1,1,0,,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
4c796b09e5c04b0195036a60ff8f7fb5,M,38.0,32000.0,Low,2017-09-18,311,36.02,10,3.6019999999999994,4,1,0,,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",0,0
49a05df13cd3434885c23a4a5115f373,M,71.0,52000.0,Low,2017-07-20,371,23.77,13,1.8284615384615384,4,3,1,96.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
3451f04e7ee5436597ed24c765333699,M,25.0,42000.0,Low,2015-03-01,1243,41.67,9,4.63,1,1,0,,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,0
9b265daef0cd4839aabee7f4ee851050,F,55.0,103000.0,High,2017-06-22,399,375.85,15,25.05666666666667,6,4,4,49.2,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
9431b531c73f402a810754e48c8eac0e,M,76.0,33000.0,Low,2018-03-09,139,19.82,8,2.4775,3,2,0,,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
07455479fc8c4b5aba6c50955a5ca60f,M,45.0,51000.0,Low,2018-05-14,73,34.1,9,3.788888888888889,4,2,0,,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,0
91659a8581b3422480a27aff43e9ba45,Unknown,55.0,64000.0,Unknown,2018-03-18,130,5.09,3,1.6966666666666663,5,5,0,,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
530a3bab3e7e490192193bef66e0fa57,Unknown,55.0,64000.0,Unknown,2017-12-07,231,5.87,2,2.935,5,2,0,,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",0,0
07223b7cc9d448b196562395c8f8d4c7,M,37.0,92000.0,High,2017-12-13,225,133.22,5,26.644,2,2,1,18.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
8f37f5ae5a83466dbb763b7a8afddc8c,F,34.0,58000.0,Medium,2014-07-06,1481,30.21,10,3.021,4,2,0,,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
c8616f2d495c412c95dd5bd646553624,Unknown,55.0,64000.0,Unknown,2017-10-17,282,10.04,4,2.51,5,5,0,,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
